sample_id,category,defect,severity,grade
15433ea7-8a17-4369-89d8-c3456b1eb415,shirt,tear,0.809,D
88907301-e191-4203-8bae-cfacd1d1a320,shirt,tear,0.108,B
fcd443d7-d66f-49c4-a853-4a99e0bdb12f,shirt,tear,0.572,C
01f7563b-518d-4cb5-8007-4867c719b80d,shirt,tear,0.246,B
670e428c-c17d-423d-b3e4-5102bbbb710c,shirt,tear,0.611,C
3cbff2cc-fd48-4458-80ee-7b5bec63233d,shirt,tear,0.395,B
837829c7-7a84-4885-b35f-b5b068dd8e71,shirt,tear,0.942,D
3708eec7-43f6-4a59-9bcc-5e6bc5a12b0f,shirt,tear,0.624,C
0918fef8-e2c2-4114-ba20-3e80c73ea92c,shirt,tear,0.519,C
6dbbdd86-ba6b-4295-8f3e-a9a567462475,shirt,tear,0.431,C
f3beafab-5042-4f2f-8c24-c269ee5fa1e2,shirt,tear,0.436,C
3b1850ae-3506-4aff-89e5-7d937938aa53,shirt,tear,0.886,D
9d4e74e1-6378-415e-8454-ce20fd3340db,shirt,tear,0.201,B
78d5e4b9-d3d1-4296-9b64-13cf99e51992,shirt,hole,0.205,B
b197c780-4351-4a23-81e1-3775754e7f4f,shirt,hole,0.508,C
c2cbd2ef-de25-47b8-a7e2-c82e43ce4f76,shirt,hole,0.456,C
b868d761-2a43-4f59-8f6e-8f4c24f9a1a1,shirt,hole,0.73,D
10420cbb-86ae-4898-b9ee-9a9336cfff0c,shirt,hole,0.468,C
464129b6-2294-47dc-a328-2365891de129,shirt,hole,0.504,C
77a9b289-1a8a-43ce-9f3d-e27c91cd0754,shirt,hole,0.207,B
2a13c70e-c4c3-4d9d-90f7-3826ed01a33a,shirt,hole,0.981,D
79775253-40d2-4df5-a331-616b8f4c1b22,shirt,hole,0.323,B
7e790d9b-17ef-4363-830c-dcbbcb5a27c2,shirt,hole,0.653,C
82315b08-e388-4ae0-a6ce-c29571d107e1,shirt,hole,0.638,C
341750c5-57e6-4c6e-982c-85a6987fa557,shirt,hole,0.296,B
59174b49-f1bc-4bf0-a00c-c236d84c6421,shirt,hole,0.62,C
fd2fea63-f44f-45e1-8134-ba60116ebdbc,shirt,hole,0.37,B
3eea6dd1-813c-4a58-b89f-e9922dc95d48,shirt,hole,0.546,C
e59b2e30-17d8-4b97-a3ef-b025ad4f49ed,shirt,hole,0.467,C
b4115b73-58a0-4ba3-9528-09de6396fb99,shirt,hole,0.371,B
24a0566e-f6cb-4827-84d4-ef79fa1119c4,shirt,hole,0.602,C
ee4102b3-180d-4f43-ad9b-9659f79c2376,shirt,hole,0.862,D
07f40524-5fe6-4749-b351-d1bb9042b8b9,shirt,hole,0.706,D
417b34d2-0465-41f0-b927-49ed792beb77,shirt,hole,0.883,D
f8636ba4-83b1-478b-8bbe-c8d4f87bcf77,shirt,hole,0.772,D
16d440b5-4cab-4e9e-82b6-9ed881bd0c19,shirt,hole,0.924,D
d45d6655-acd2-4619-8a3a-d05b15a3e3da,shirt,hole,0.378,B
34a9e9a7-4920-446f-bb24-fe26261fdeea,shirt,hole,0.923,D
28ab4770-2f83-466d-b661-1aabc806c480,shirt,hole,0.335,B
e18259e6-57b4-42fa-9e76-fa75ecc64506,shirt,hole,0.85,D
bc3b1040-536c-4653-95e5-9942bd5f2914,shirt,hole,0.97,D
6edb0d36-1977-4fdf-9dd5-4efb369cc29a,shirt,hole,0.748,D
c1427d08-8343-4c17-b257-73bf59b5c886,shirt,hole,0.855,D
49874078-16aa-45f5-a33a-c4f5c0ff8f57,shirt,hole,0.224,B
62e9c76b-6c82-4488-924e-a736ae1d5bf1,shirt,hole,0.436,C
a8d3624f-4eba-46ae-9567-5cd0c8f36b8d,shirt,hole,0.111,B
8660fc51-9df2-454d-a52f-a69de61d1354,shirt,hole,0.196,B
4c1c55cb-45a8-4962-98fb-a20f4c072dc3,shirt,hole,0.834,D
92b06dfe-6bcf-4ba1-978d-7c955a63881f,shirt,hole,0.319,B
0fe24fa0-bcde-4a33-956d-6d0ede4aeef7,shirt,hole,0.184,B
93964e63-a9e3-456a-8daa-add01ea33759,shirt,hole,0.174,B
755ffd29-1229-49b0-b3c1-8ab396e21b20,shirt,hole,0.307,B
df6bdcc3-29d9-49eb-b535-a7a6ce61adca,shirt,hole,0.692,C
221ec648-3931-4a12-961f-dc3b580a395d,shirt,fade,0.936,D
5622ad9b-bde2-4ab4-8530-abb6d207bcc7,shirt,fade,0.246,B
c8f9eeeb-4193-4e41-a1a3-dd9b048109e2,shirt,fade,0.61,C
4193a4a4-b9a0-4e19-a232-bfaf06311110,shirt,fade,0.709,D
b7981af2-6926-46ab-b33c-28e3c6c6372b,shirt,fade,0.399,B
964911ac-826b-4f88-9911-3e528c61bcf4,shirt,fade,0.811,D
ace49043-9a68-4123-aefd-0351399bafcb,shirt,fade,0.551,C
d1d43bd7-2ee5-4829-80a6-8ba3be83ae94,shirt,fade,0.148,B
0b0d8155-4696-4e86-972f-34f488aa5926,shirt,fade,0.309,B
6e5da58e-6510-4467-bfd3-d83e9eec501b,shirt,fade,0.407,C
2366d8c9-f589-4e0e-9a55-c7da73c6b6ea,shirt,fade,0.959,D
c4b502f2-4bec-4d8d-af2f-cb3e6384537b,shirt,fade,0.972,D
24efcabd-2c86-4457-8a86-3306d11d3b71,shirt,fade,0.127,B
f0deea16-9c1f-4b56-b6d3-a5cbcb46233c,shirt,fade,0.805,D
89db46d9-3eda-4e9a-9f00-2bf761d39b8e,shirt,fade,0.542,C
a3331ca9-312e-4893-9c13-cf6c45de1dec,shirt,fade,0.598,C
00d1a888-dec6-4fa1-aa12-06b9f234b600,shirt,fade,0.489,C
4226ef84-fa40-4d50-b68e-5fa51a63b0d7,shirt,fade,0.695,C
be21fc30-007d-4db5-92d1-07580fb63356,shirt,fade,0.795,D
a41497d5-667c-43a6-aede-bc8ebeb22b74,shirt,fade,0.818,D
352715c0-1c57-41b8-bcfd-7bae9187772f,shirt,fade,0.174,B
67d139db-49d3-4b22-9373-88caa8e8b6f4,shirt,fade,0.442,C
d42c46fd-a0cc-4d13-9f30-88c824125b43,shirt,fade,0.766,D
40684e3b-7e68-420e-bef2-e8e76ba288d4,shirt,fade,0.425,C
07ad1b28-a688-4fe4-823f-e5d98736ca5a,shirt,fade,0.105,B
f3ecaa26-88eb-4d4c-8897-6baacf3a1d4f,shirt,fade,0.5,C
ec9a2b95-96f5-4912-9f2d-83e2dfcaa4dc,shirt,fade,0.192,B
5ccf24b4-8b74-46ca-87d8-e89def3dcc51,shirt,fade,0.269,B
df883bbf-0546-4681-bdc5-ebad85c064c4,shirt,fade,0.601,C
bd0938b0-3f41-431a-9ba9-6e49e8f41e4c,shirt,fade,0.467,C
a65cc749-6e44-4435-abd3-62540d04f814,shirt,fade,0.181,B
21436394-8669-498e-8929-97ba8533c408,shirt,fade,0.184,B
6bd2e597-a830-47c8-b3e1-424b2b7584ef,shirt,fade,0.806,D
b6edc7eb-2431-4ece-8d62-4166c4aa646a,shirt,fade,0.111,B
29130366-cd69-4cc4-86cb-1c79be3ec89c,shirt,fade,0.449,C
97e83b02-6d5c-47ec-8c72-7ba70023d240,shirt,fade,0.752,D
91474aa6-729a-4b6b-8eef-0ea1db70380c,shirt,fade,0.915,D
ff7e4820-2e57-4f3c-ba7d-27ec1af46c46,shirt,fade,0.615,C
1786b231-96be-4326-908e-1e6259eda600,shirt,fade,0.717,D
2a8f8b81-0a80-40fe-ba04-86acda570d52,shirt,fade,0.225,B
551a9f41-e885-4b79-8d67-f14c823a09d7,tshirt,none,0.0,A
d8b0dde6-8984-4178-8148-e75360cbbdc2,tshirt,none,0.0,A
9cb71dc5-6e52-4cde-8240-d6a4404ce7e7,tshirt,none,0.0,A
2c4a6ffb-574e-488f-a501-891c06e21428,tshirt,none,0.0,A
8d264aee-fb6e-4391-8acc-0d25e44c61aa,tshirt,none,0.0,A
c5ef379e-16e5-4f7f-b940-1a19bbeda898,tshirt,none,0.0,A
958293d6-bb12-4c7b-9d5c-07f6ecc53b1c,tshirt,none,0.0,A
5fd96f26-0f81-4d23-9ad5-bf1f0b43cb9f,tshirt,none,0.0,A
9cd89e27-8dfb-4533-b6ae-6e17463f3777,tshirt,none,0.0,A
1f0fbc32-3171-491b-946f-385e58b4bb96,tshirt,none,0.0,A
cdcd0904-fa99-4250-8ca7-97a5a7242413,tshirt,none,0.0,A
e6ba6701-d5cd-4cd9-b7fe-8fce85c223d6,tshirt,none,0.0,A
187921e2-98c4-497e-842f-0aeb9dafc0bf,tshirt,none,0.0,A
6aad23e4-eefc-4bd8-bd27-17cc9f8f6b1b,tshirt,none,0.0,A
29e3f3c4-61fb-4ccb-b6b9-a762f3a416ad,tshirt,none,0.0,A
aaac9e42-e354-48ab-9263-26dee1038334,tshirt,none,0.0,A
4d6e99a3-0f48-445c-8a9c-b22ff9b15145,tshirt,none,0.0,A
f56ea724-2f09-43c1-a1a0-25085876f2ad,tshirt,none,0.0,A
01fd1288-d822-4adb-939d-743e75affa2d,tshirt,none,0.0,A
c8ac66f7-53b0-4bb0-9052-1c139810af9a,tshirt,none,0.0,A
82c265f5-cd83-4332-a8ce-538ea5e4bc19,tshirt,stain,0.222,B
3742b1c8-0877-4427-a81f-467052c796db,tshirt,stain,0.401,C
c5d2b925-0e43-49fa-89f4-dfe52c352f35,tshirt,stain,0.26,B
8bf786fb-7239-4662-bbd6-b17c27e1c527,tshirt,stain,0.393,B
dec533e2-b71e-46dd-b919-3050e2ba034f,tshirt,stain,0.633,C
72dc4247-5d66-46f9-9775-be649e472b94,tshirt,stain,0.818,D
12eaf1ad-a698-4054-991d-872bb4ab44cd,tshirt,stain,0.67,C
2079f3be-c251-41be-a67f-c72894c99afa,tshirt,stain,0.504,C
4f455c8a-7997-4a40-b347-5f55df0485d3,tshirt,stain,0.812,D
de2d3f42-37e7-4f59-984c-8b4b55445f97,tshirt,stain,0.692,C
83901743-9663-4b6a-a159-f6574478c409,tshirt,stain,0.969,D
000f6878-ee63-48a8-8c19-d74f42d26c4a,tshirt,stain,0.602,C
0b7c7572-dcff-4688-809a-96b05bd8c290,tshirt,stain,0.41,C
35363d88-9cd6-4aa5-8195-201fd2910081,tshirt,stain,0.413,C
07fddd67-0ac2-4031-ada3-68aafd6c2fe8,tshirt,stain,0.188,B
28d5e9b9-106f-4846-934a-fbc6242332c5,tshirt,stain,0.683,C
d138bf81-3b3b-4a1f-8cee-8557bfcaf4c7,tshirt,stain,0.604,C
950929c0-a0a3-4284-b464-b7c9c5705c52,tshirt,stain,0.456,C
ed68a079-fa43-4e49-8b46-d6dc7f3404ba,tshirt,stain,0.351,B
1fc80c40-9586-4c4b-aeb8-fbf5d17d609e,tshirt,stain,0.393,B
cb0dea8a-c728-4998-a311-fd5a1dbaadd3,tshirt,stain,0.637,C
65de49bd-cc61-43e1-a9a3-e4a8c7ad5bef,tshirt,stain,0.927,D
284b951b-8016-4b47-bc99-bac8aadf483f,tshirt,stain,0.265,B
97059936-a673-45d1-ab71-acf1e4712932,tshirt,stain,0.481,C
9c1ede48-e2ad-49ab-9d96-3962c4b48971,tshirt,stain,0.541,C
73c6be54-bf8d-4b85-a7a5-12c896dce840,tshirt,stain,0.957,D
294f4ecd-6581-4e6e-9921-31185e7b8277,tshirt,stain,0.468,C
cf3c9f08-74e4-4fec-a919-64bc6d2cf940,tshirt,stain,0.609,C
00b74111-45b3-40de-9e2b-b66be21b6136,tshirt,stain,0.803,D
c5d45b72-e93b-4d2a-b6ef-da9cd00bb39c,tshirt,stain,0.841,D
a5f9a33c-e3bc-4145-89bd-edbd6243c548,tshirt,stain,0.192,B
75df80cf-0537-4679-8121-7da207603bfc,tshirt,stain,0.876,D
a845e27c-aaaa-44e7-94ab-b8912bee1452,tshirt,stain,0.72,D
d521b595-5a6e-4aa6-84ba-424ef4dcc67d,tshirt,stain,0.613,C
6243ac0a-fb8e-4a3f-b363-6fa9affdb507,tshirt,stain,0.341,B
80200cda-effd-4e38-bfaa-61f53211d54d,tshirt,stain,0.88,D
d230f5ea-407c-4663-b735-03ef58871ac4,tshirt,stain,0.785,D
d23578a8-fee8-40c9-b98b-b9b6cc76d622,tshirt,stain,0.507,C
e4c20c1c-3c51-47f0-82cb-0fd044898d11,tshirt,stain,0.395,B
b676d184-1951-4331-a198-7d45f8ae441b,tshirt,stain,0.865,D
41eab81d-2904-4145-b624-e4c715007fb1,tshirt,dirt,0.391,B
c2977dd9-bcaa-460e-801e-689f37e51043,tshirt,dirt,0.905,D
19aff423-1ef5-4a1e-a362-7fe906deb3cc,tshirt,dirt,0.936,D
8fa4a574-2e5a-4a24-858c-c9cce13ea854,tshirt,dirt,0.894,D
d948b5fb-bbd0-4805-bf7d-24fd21f5bd9f,tshirt,dirt,0.325,B
29bdcdf9-7549-4aaa-b4c2-75b91b0f62fd,tshirt,dirt,0.753,D
c4fd096a-7d05-45da-b52e-f7fdbb80b0e3,tshirt,dirt,0.529,C
0bc47dd3-1738-4169-ac63-313d19872a6c,tshirt,dirt,0.726,D
4f473b6a-3546-46ad-b021-acb1ac100a9e,tshirt,dirt,0.306,B
ee5b2860-7b9c-4785-bdc3-59f62f15368b,tshirt,dirt,0.223,B
38f1bfda-370e-44e5-b7d8-4a879985340b,tshirt,dirt,0.108,B
5ca80145-d45e-4727-a28a-c7e1e8566004,tshirt,dirt,0.654,C
777156e1-d112-4bee-af4a-6a4c917f3d38,tshirt,dirt,0.631,C
0ab5038e-00ff-4f8b-82c3-e8b2c65d3ab0,tshirt,dirt,0.68,C
012c79c7-7184-44fd-9c6a-0d6e59f96424,tshirt,dirt,0.285,B
efc4f0f6-428f-48e5-ab99-f4307583c807,tshirt,dirt,0.447,C
ecfb3e52-3961-4e08-9e4b-92b22a5933ad,tshirt,dirt,0.941,D
a931964e-967d-4a07-a1d6-cbc95d767b3c,tshirt,dirt,0.715,D
baf96c27-b93c-42dc-aac9-1ddd9c280a07,tshirt,dirt,0.336,B
57546380-74af-4f9b-bf1f-a78cf6286cc1,tshirt,dirt,0.666,C
094a6c74-93fe-40d3-b3aa-37756ada35e1,tshirt,dirt,0.237,B
8ef41edf-0274-40d2-b002-1a407fa25285,tshirt,dirt,0.394,B
f22b88ba-4336-40c3-98ba-905906eb03c6,tshirt,dirt,0.178,B
0924688a-5fb3-4860-965f-671441fa1e5a,tshirt,dirt,0.207,B
b02e9884-cdaa-40ad-8681-9654b0b85963,tshirt,dirt,0.805,D
25fb810b-2258-4576-839f-259fc8300d39,tshirt,dirt,0.402,C
0d441982-9d6f-4235-8cf7-a72e0d948f71,tshirt,dirt,0.547,C
c4237740-c991-43e4-bdb4-220d9472f151,tshirt,dirt,0.33,B
33b4a097-732e-401a-b784-18b9ce68d608,tshirt,dirt,0.102,B
ab545b1c-5ba5-44bb-a61a-2e9348a06ba0,tshirt,dirt,0.938,D
18d99403-a5e2-4c8c-a8be-ad4d452d900d,tshirt,dirt,0.323,B
2001ac31-c54e-4e6a-bb4e-1eab63b72a05,tshirt,dirt,0.706,D
d876c514-69a2-49b5-94e6-f0ddbea063b9,tshirt,dirt,0.889,D
9246b901-3606-40d3-b555-d071545d1fb9,tshirt,dirt,0.107,B
f3a2c136-c7a3-42de-98a0-07560b98104c,tshirt,dirt,0.431,C
6c3854a6-2475-45dd-af81-29ac0bbce579,tshirt,dirt,0.106,B
8db8c5df-6392-417f-b3fa-dd30fd9e7065,tshirt,dirt,0.956,D
659b6117-9644-4dd5-9b83-07ff63ee1f8c,tshirt,dirt,0.194,B
d82b8df9-a409-403c-91d8-8f00dd7eb2ce,tshirt,dirt,0.14,B
a92012c1-8642-4381-ba83-598b7613098e,tshirt,dirt,0.623,C
e516281a-605a-4ede-a88e-9d3195caefe6,tshirt,tear,0.696,C
a5b97eae-de56-4796-9b43-d2ab53a8fc94,tshirt,tear,0.386,B
a1e19ca2-2daa-4694-b547-324528909bfe,tshirt,tear,0.24,B
aee6da50-cd05-4530-ad9f-e88b29b47c1b,tshirt,tear,0.968,D
70997813-1720-43aa-979e-9818fb3e9c12,tshirt,tear,0.827,D
4f4f1282-7ac5-4abf-ad16-2653ac252d3a,tshirt,tear,0.233,B
aa104575-ef22-4d51-92f0-a07fd4141c67,tshirt,tear,0.838,D
15e13f96-c9f9-45b8-8bc0-42a98f29a76d,tshirt,tear,0.325,B
bd76cb2a-b482-4085-9eca-90126da6cbc3,tshirt,tear,0.847,D
663d4148-0331-4e1a-9fd0-bd269aa8012c,tshirt,tear,0.628,C
8b5ef608-ea65-4349-a438-3a75ebae53d5,tshirt,tear,0.183,B
8abd630e-a4da-4260-badd-5f2ad2f94534,tshirt,tear,0.49,C
e04889ad-e76b-441e-93ba-699bc1a73e87,tshirt,tear,0.293,B
f35bba75-9a92-41f1-b43e-778461d57ac4,tshirt,tear,0.657,C
6ccc6eea-30ab-4310-8f64-6741e1a484a4,tshirt,tear,0.179,B
42197943-7fa3-4068-82c9-742bf8101513,tshirt,tear,0.815,D
a12b5015-494f-4ba2-9fd9-d8f334f52309,tshirt,tear,0.552,C
84a071e4-c34e-4618-8d98-a66992e5c65f,tshirt,tear,0.906,D
f917be22-0d08-4248-a6c9-f34e90781a06,tshirt,tear,1.0,D
4f2f022d-a81a-4bad-b19f-7ed70b24271c,tshirt,tear,0.788,D
ea309404-6015-400d-83ca-c233090d1933,tshirt,tear,0.258,B
de4e9948-80bb-4b0c-8473-4d5f9762a22c,tshirt,tear,0.953,D
86c54bbc-2e7f-441a-a7a8-8d03a11837d0,tshirt,tear,0.541,C
7b97dd90-ed22-4cca-8d80-83b9bfb3a8b7,tshirt,tear,0.101,B
027c170c-9b5c-4f82-8639-52a9b98526da,tshirt,tear,0.12,B
05beca8b-5f5b-4f98-8e7d-e912db2d38ae,tshirt,tear,0.734,D
12bd2b97-7641-4a17-8695-cad29cfc35b0,tshirt,tear,0.759,D
7d1035db-5f7e-4acd-9cbe-c326eda5aca3,tshirt,tear,0.724,D
7fe838eb-48a8-46c9-8bd3-12cd09776a3d,tshirt,tear,0.761,D
9b89257a-9532-4844-9980-b7ce975ef815,tshirt,tear,0.129,B
d53a23e4-5906-41a2-864c-b1e0b687b363,tshirt,tear,0.194,B
f513c7f4-255d-4bca-815a-1f95466223f9,tshirt,tear,0.251,B
cd42eaa7-e88e-430d-9bd1-e8ac6fa89d94,tshirt,tear,0.339,B
0e7ee53d-562f-4463-bcd2-874464c57b73,tshirt,tear,0.447,C
560ab576-1968-4043-a0d1-64a827cdb1b4,tshirt,tear,0.591,C
fc719a38-4144-4b21-9869-5fbc444bae00,tshirt,tear,0.166,B
b182648c-ca32-44fe-9093-ede1f832d52c,tshirt,tear,0.253,B
ec0b13f8-8cd4-4bd7-8fa2-684690035063,tshirt,tear,0.987,D
14da3aa7-50dd-4ba0-a033-09d552f5f651,tshirt,tear,0.901,D
ad739f98-44a0-41d6-a870-f004aca74ed2,tshirt,tear,0.75,D
5e66e931-5e40-4389-bf56-2c58ff1ee282,tshirt,hole,0.615,C
defe1fd6-f16f-4f87-8830-65f5cdf628c5,tshirt,hole,0.842,D
f544d441-e7c1-469b-9d15-486bf6401510,tshirt,hole,0.526,C
9cb7aa10-9182-4962-9900-3f42d4421a66,tshirt,hole,0.678,C
19d0caa1-e2ac-48b5-868b-08311846a113,tshirt,hole,0.14,B
3c12fc65-f9ba-4a96-bcc1-f4e7f04e0840,tshirt,hole,0.236,B
39a70d28-a68e-4b31-84a9-edf7398989b8,tshirt,hole,0.305,B
1c33affa-c086-450e-b467-53505ea6b4d5,tshirt,hole,0.615,C
ccbedef7-7b36-414f-b544-1f37eded9465,tshirt,hole,0.91,D
64de03a3-b305-42e4-8e34-bdaca03274ef,tshirt,hole,0.828,D
167f0358-26c6-408e-93a5-d4769bfa9479,tshirt,hole,0.851,D
8d477188-7c99-4795-be9f-10f2ea2c24b3,tshirt,hole,0.601,C
db8be729-8bee-4bd0-89c0-70f91d44405d,tshirt,hole,0.201,B
a06f219b-708f-4e4d-bd1f-3622ef97bee2,tshirt,hole,0.802,D
d1482d7a-ab71-464b-9d4b-76bb34a35803,tshirt,hole,0.689,C
1b9c18ff-3ddb-4224-a759-cee33efd7a7f,tshirt,hole,0.713,D
b85bb25c-befb-42db-998b-9a6d6f5a5601,tshirt,hole,0.771,D
5bd8b68b-ca0b-4fe2-8886-7c7b4f96e25d,tshirt,hole,0.859,D
fd7e1d9f-8f83-41f2-947a-ebc39fe97c25,tshirt,hole,0.797,D
2927f1ae-9ea9-417c-9c6a-6684c322d6ef,tshirt,hole,0.29,B
6c35fa8d-c3d2-4e35-af69-12b876c6a6d4,tshirt,hole,0.812,D
90b89025-0afe-4540-8cdd-fd3ad7abf845,tshirt,hole,0.126,B
2bd0d717-cd55-40b9-bf0a-2f3404aa149d,tshirt,hole,0.511,C
959f2a0e-394f-4120-8c26-9c83c53e3892,tshirt,hole,0.672,C
bfbf1104-b9e2-4ce4-89b7-d49289a385e0,tshirt,hole,0.964,D
c0f0dda1-caa0-40f3-89b1-4febac36fc9d,tshirt,hole,0.357,B
dabbd1c9-dce5-4551-9a8e-7b86bf2a0d16,tshirt,hole,0.71,D
1f9ba3e7-6efd-4aef-abaa-8ed824ac5e12,tshirt,hole,0.683,C
e5b2b692-1399-4db8-8e66-bc1df6af4a29,tshirt,hole,0.906,D
22f40a61-4655-4c49-94e8-29b60cf8ce39,tshirt,hole,0.457,C
2118b66c-2a7e-413a-a247-1ddc98bbb0ce,tshirt,hole,0.648,C
3a193df4-24d1-4499-b6d4-111708e23f74,tshirt,hole,0.875,D
49e1d892-be25-4d5d-94a7-0550186087ac,tshirt,hole,0.566,C
e3f49bf3-46b3-45b9-858c-31772c141ea1,tshirt,hole,0.749,D
83c232f4-3529-4a7e-b673-ec0f15efad12,tshirt,hole,0.763,D
54db1dcf-4988-4bc0-9a6d-80f09ce01ead,tshirt,hole,0.557,C
ec561233-e1e0-498c-b26e-e5723962e967,tshirt,hole,0.524,C
6217b7b5-5e48-431e-ba4d-5673e52a24b0,tshirt,hole,0.3,B
9fbffbf0-4616-456b-b72a-04df13702b81,tshirt,hole,0.627,C
3b90a077-b46e-44e8-9a06-2fbbb53f9223,tshirt,hole,0.55,C
ee49a6a2-681c-4837-9dac-de11fe84a914,tshirt,fade,0.408,C
e1eec5b3-a3e4-48c1-a0ec-b77875e231c5,tshirt,fade,0.904,D
157c4e4c-ddb3-408c-a70c-297a32eafc21,tshirt,fade,0.229,B
46df7ad5-5957-44da-89e2-6a422b589a8f,tshirt,fade,0.801,D
5768d3d0-e1fd-482f-a9d6-b5ad27c95b19,tshirt,fade,0.399,B
0677c6e2-33c4-46e6-805c-0f9156ba60a7,tshirt,fade,0.382,B
80fff02d-8be3-4167-9d13-a0ff9d40df06,tshirt,fade,0.104,B
4693a726-51a6-4078-bb5b-f584a38b3af1,tshirt,fade,0.288,B
986aa9a0-1ffd-47fb-bf7b-1b92fab51a58,tshirt,fade,0.619,C
cbff69fa-7a2a-4519-b2b8-0b3975960332,tshirt,fade,0.541,C
5ea97a97-e971-4231-a3bf-585d0afe1204,tshirt,fade,0.216,B
5f206893-48d0-48ab-bb82-3274dfa2dbe3,tshirt,fade,0.67,C
a53e3612-3ccd-472b-a640-717e5bc95124,tshirt,fade,0.486,C
53563476-8617-48ee-a3f2-676255ba031a,tshirt,fade,0.445,C
bea557c5-6e4a-4e19-8b9c-9e3700424ade,tshirt,fade,0.58,C
c792801c-ba6d-41ed-a14e-f36351e285de,tshirt,fade,0.955,D
2a9fc733-fad0-47ba-909c-1595621f783e,tshirt,fade,0.781,D
4ef4646b-01e7-4819-84bd-27d4af1ae274,tshirt,fade,0.272,B
e3357ede-02f2-4cbd-9eb0-067f4bd524af,tshirt,fade,0.664,C
87c860d5-1747-4c50-a977-ba2cb266c260,tshirt,fade,0.304,B
e9d89e6d-06be-48b7-ad2c-e73661c71f26,tshirt,fade,0.381,B
871ed2fa-4158-484e-a133-ff091d171a7f,tshirt,fade,0.445,C
cb12f9d7-7f3a-461f-8bb4-815d250df0ef,tshirt,fade,0.376,B
98466b69-56e7-4038-b76a-72ae394a3407,tshirt,fade,0.841,D
61ece4ac-3616-4a49-a225-dfaf7647bba4,tshirt,fade,0.954,D
df91d765-cb52-4300-92e1-fa248e4786a1,tshirt,fade,0.755,D
8d971878-afe8-4dcd-910f-278cb205b997,tshirt,fade,0.572,C
feb29701-d510-4c36-865a-1764664f36aa,tshirt,fade,0.899,D
12d482cf-37a9-45d3-90ba-0c7f509f3685,tshirt,fade,0.408,C
a48684af-c9d8-4071-bc7b-6635a08f9bd6,tshirt,fade,0.423,C
040d065e-170c-46ac-aba8-170eae505a33,tshirt,fade,0.248,B
b26a4f06-1681-41f4-90e8-2e530c2add42,tshirt,fade,0.117,B
45ef552e-24a9-4892-93fb-06eec7e2f14e,tshirt,fade,0.754,D
a83b5351-7896-46b2-b25b-fc8758a13717,tshirt,fade,0.29,B
5869c78b-b6bb-4765-88bc-62ac630923e9,tshirt,fade,0.631,C
b099af0f-08f3-48d2-aeef-c3dfb18e53a0,tshirt,fade,0.211,B
e38206d8-038a-4b78-a1ea-4850a8eb6e4b,tshirt,fade,0.438,C
10cb79ea-9327-4967-9a73-f76357019514,tshirt,fade,0.794,D
e598e1c9-a8f0-4755-9fa2-fd2088503ea5,tshirt,fade,0.144,B
7dfdd6ed-8468-4fc2-b916-320b629b0ea3,tshirt,fade,0.696,C
55418ed8-0fe0-4906-97f6-7a721c43cb51,saree,none,0.0,A
643b169b-f0e3-4973-9805-1ff2ff500bd9,saree,none,0.0,A
8b4bd43a-8954-4e85-aa5b-ceaabbbfa41a,saree,none,0.0,A
1663ddc7-977b-4a45-8da2-4a3f6e1aea1e,saree,none,0.0,A
c8c8fcf4-8b39-4d59-a691-1e4eeacd30c0,saree,none,0.0,A
6979a1ce-8f6b-4566-8dc6-e45f3b3b81cb,saree,none,0.0,A
57d5c215-5a56-4680-bc13-fa12cf359a5a,saree,none,0.0,A
38c00390-15e5-48d5-a6d4-0feca51d6cc2,saree,none,0.0,A
65ac777a-2946-4768-9f76-138f97fca537,saree,none,0.0,A
21623b99-fd49-4ba2-bb2d-e8c1022cbb7f,saree,none,0.0,A
cfd01b6c-75c4-4d5b-bd2e-79a4b0adb2e3,saree,none,0.0,A
c376b671-a54b-4ae8-8c7a-8580ebca1529,saree,none,0.0,A
225ec725-d2d8-41be-9b3e-7caee9789909,saree,none,0.0,A
f711b820-1062-4203-8c22-a1c0737bbf3f,saree,none,0.0,A
4546513b-8eef-4148-81a7-3746f25b1b7a,saree,none,0.0,A
31af6247-c38f-40f6-a5da-bc281b5de579,saree,none,0.0,A
7e4ea264-1e00-4d62-9362-9bfffc88597a,saree,none,0.0,A
867bc2ea-14d2-4883-a4b6-2ee619a30107,saree,none,0.0,A
ca888949-ac9c-46cd-b81d-735e6702d9a3,saree,none,0.0,A
21ebbb73-84c7-4f14-bfb8-3cffbcea923d,saree,none,0.0,A
460754ae-5a11-4ffd-89e3-2541beb1e679,saree,stain,0.477,C
0d051026-f00b-42ca-a028-abaaafdcef96,saree,stain,0.548,C
ce875928-1be6-4484-b297-122400ef8d18,saree,stain,0.366,B
b8c9a923-3539-4900-9f2c-c1fbce9e44b4,saree,stain,0.102,B
8dc81ab7-e50d-4205-be9c-028a74d04337,saree,stain,0.802,D
baeaf337-42a2-4c43-9109-1c1c93240dd6,saree,stain,0.99,D
86e8fb9e-8125-4561-a997-7e996d186286,saree,stain,0.424,C
377357a1-a1af-44cf-80d3-2d52c3dc4f3c,saree,stain,0.697,C
b6ceddbc-103b-40e6-9ee5-3119adf45d30,saree,stain,0.833,D
6b5ff7f2-d54f-4c32-9fc2-682e2bf8da00,saree,stain,0.721,D
